"anio","mes","programa_nivel_beneficio","beneficio_percibido_pesos_constantes"
"2016","7","Pensión universal para el adulto mayor sin bonos","339971.08"
"2016","7","Pensiones no contributivas por vejez con bonos","297474.69"
"2016","7","Pensiones no contributivas por vejez sin bonos","297474.69"
"2016","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","424963.84"
"2016","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","424963.84"
"2016","7","Prestaciones previsionales por moratoria previsional con bonos","424963.84"
"2016","7","Prestaciones previsionales por moratoria previsional sin bonos","424963.84"
"2016","7","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","424963.84"
"2016","7","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","424963.84"
"2016","7","ProHuerta",
"2016","7","Tarjetas alimentarias",
"2016","7","Argentina trabaja","267371.49"
"2016","7","Ellas hacen","267371.49"
"2016","7","Programa de empleo comunitario",
"2016","7","Trabajo autogestionado",
"2016","7","Monotributo social",
"2016","7","Seguro de capacitación y empleo","42884.84"
"2016","7","Empleo independiente",
"2016","7","Jóvenes con más y mejor trabajo",
"2016","7","Programa de inserción laboral",
"2016","7","Programa de recuperación productiva 1",
"2016","7","Programa de respaldo a estudiantes de Argentina","61701.11"
"2016","7","Asignación por embarazo para protección social","82782.33"
"2016","7","Asignación universal por hijo","82782.33"
"2016","7","Asignación universal por hijo con discapacidad","269942.37"
"2016","8","Pensiones no contributivas por invalidez con bonos","296880.93"
"2016","8","Pensiones no contributivas por invalidez sin bonos","296880.93"
"2016","8","Pensión universal para el adulto mayor con bonos","339292.49"
"2016","8","Pensión universal para el adulto mayor sin bonos","339292.49"
"2016","8","Pensiones no contributivas por vejez con bonos","296880.93"
"2016","8","Pensiones no contributivas por vejez sin bonos","296880.93"
"2016","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","424115.61"
"2016","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","424115.61"
"2016","8","Prestaciones previsionales por moratoria previsional con bonos","424115.61"
"2016","8","Prestaciones previsionales por moratoria previsional sin bonos","424115.61"
"2016","8","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","424115.61"
"2016","8","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","424115.61"
"2016","8","ProHuerta",
"2016","8","Tarjetas alimentarias",
"2016","8","Argentina trabaja","293350.55"
"2016","8","Ellas hacen","293350.55"
"2016","8","Programa de empleo comunitario",
"2016","8","Trabajo autogestionado",
"2016","8","Monotributo social",
"2016","8","Seguro de capacitación y empleo","42904.44"
"2016","8","Empleo independiente",
"2016","8","Jóvenes con más y mejor trabajo",
"2016","8","Programa de inserción laboral",
"2016","8","Programa de recuperación productiva 1",
"2016","8","Programa de respaldo a estudiantes de Argentina","61577.96"
"2016","8","Asignación por embarazo para protección social","82617.09"
"2016","8","Asignación universal por hijo","82617.09"
"2016","8","Asignación universal por hijo con discapacidad","269403.56"
"2016","9","Pensiones no contributivas por invalidez con bonos","335231.71"
"2016","9","Pensiones no contributivas por invalidez sin bonos","335231.71"
"2016","9","Pensión universal para el adulto mayor con bonos","383121.96"
"2016","9","Pensión universal para el adulto mayor sin bonos","383121.96"
"2016","9","Pensiones no contributivas por vejez con bonos","335231.71"
"2016","9","Pensiones no contributivas por vejez sin bonos","335231.71"
"2016","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","478902.44"
"2016","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","478902.44"
"2016","9","Prestaciones previsionales por moratoria previsional con bonos","478902.44"
"2016","9","Prestaciones previsionales por moratoria previsional sin bonos","478902.44"
"2016","9","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","478902.44"
"2016","9","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","478902.44"
"2016","9","ProHuerta",
"2016","9","Tarjetas alimentarias",
"2016","9","Argentina trabaja","290158.8"
"2016","9","Ellas hacen","290158.8"
"2016","9","Programa de empleo comunitario",
"2016","9","Trabajo autogestionado",
"2016","9","Monotributo social",
"2016","9","Seguro de capacitación y empleo","41013.06"
"2016","9","Empleo independiente",
"2016","9","Jóvenes con más y mejor trabajo",
"2016","9","Programa de inserción laboral",
"2016","9","Programa de recuperación productiva 1",
"2016","9","Programa de respaldo a estudiantes de Argentina","60907.97"
"2016","9","Asignación por embarazo para protección social","93307.63"
"2016","9","Asignación universal por hijo","93307.63"
"2016","9","Asignación universal por hijo con discapacidad","304286.06"
"2016","10","Pensiones no contributivas por invalidez con bonos","327374.72"
"2016","10","Pensiones no contributivas por invalidez sin bonos","327374.72"
"2016","10","Pensión universal para el adulto mayor con bonos","374142.53"
"2016","10","Pensión universal para el adulto mayor sin bonos","374142.53"
"2016","10","Pensiones no contributivas por vejez con bonos","327374.72"
"2016","10","Pensiones no contributivas por vejez sin bonos","327374.72"
"2016","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","467678.17"
"2016","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","467678.17"
"2016","10","Prestaciones previsionales por moratoria previsional con bonos","467678.17"
"2016","10","Prestaciones previsionales por moratoria previsional sin bonos","467678.17"
"2016","10","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","467678.17"
"2016","10","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","467678.17"
"2016","10","ProHuerta",
"2016","10","Tarjetas alimentarias",
"2016","10","Argentina trabaja","283358.2"
"2016","10","Ellas hacen","283358.2"
"2016","10","Programa de empleo comunitario",
"2016","10","Trabajo autogestionado",
"2016","10","Monotributo social",
"2016","10","Seguro de capacitación y empleo","44404.63"
"2016","10","Empleo independiente",
"2016","10","Jóvenes con más y mejor trabajo",
"2016","10","Programa de inserción laboral",
"2016","10","Programa de recuperación productiva 1",
"2016","10","Programa de respaldo a estudiantes de Argentina","59480.44"
"2016","10","Asignación por embarazo para protección social","91120.73"
"2016","10","Asignación universal por hijo","91120.73"
"2016","10","Asignación universal por hijo con discapacidad","297154.36"
"2016","11","Pensiones no contributivas por invalidez con bonos","322219.21"
"2016","11","Pensiones no contributivas por invalidez sin bonos","322219.21"
"2016","11","Pensión universal para el adulto mayor con bonos","368250.53"
"2016","11","Pensión universal para el adulto mayor sin bonos","368250.53"
"2016","11","Pensiones no contributivas por vejez con bonos","322219.21"
"2016","11","Pensiones no contributivas por vejez sin bonos","322219.21"
"2016","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","460313.16"
"2016","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","460313.16"
"2016","11","Prestaciones previsionales por moratoria previsional con bonos","460313.16"
"2016","11","Prestaciones previsionales por moratoria previsional sin bonos","460313.16"
"2016","11","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","460313.16"
"2016","11","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","460313.16"
"2016","11","ProHuerta",
"2016","11","Tarjetas alimentarias",
"2016","11","Argentina trabaja","278895.87"
"2016","11","Ellas hacen","278895.87"
"2016","11","Programa de empleo comunitario",
"2016","11","Trabajo autogestionado",
"2016","11","Monotributo social",
"2016","11","Seguro de capacitación y empleo","45316.11"
"2016","11","Empleo independiente",
"2016","11","Jóvenes con más y mejor trabajo",
"2016","11","Programa de inserción laboral",
"2016","11","Programa de recuperación productiva 1",
"2016","11","Programa de respaldo a estudiantes de Argentina","58543.74"
"2016","11","Asignación por embarazo para protección social","89685.76"
"2016","11","Asignación universal por hijo","89685.76"
"2016","11","Asignación universal por hijo con discapacidad","292474.76"
"2016","12","Pensiones no contributivas por invalidez con bonos","477597.64"
"2016","12","Pensiones no contributivas por invalidez sin bonos","477597.64"
"2016","12","Pensión universal para el adulto mayor con bonos","545825.88"
"2016","12","Pensión universal para el adulto mayor sin bonos","545825.88"
"2016","12","Pensiones no contributivas por vejez con bonos","477597.64"
"2016","12","Pensiones no contributivas por vejez sin bonos","477597.64"
"2016","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","682282.35"
"2016","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","682282.35"
"2016","12","Prestaciones previsionales por moratoria previsional con bonos","682282.35"
"2016","12","Prestaciones previsionales por moratoria previsional sin bonos","682282.35"
"2016","12","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","454854.9"
"2016","12","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","454854.9"
"2016","12","ProHuerta",
"2016","12","Tarjetas alimentarias",
"2016","12","Argentina trabaja","323796.76"
"2016","12","Ellas hacen","323796.76"
"2016","12","Programa de empleo comunitario",
"2016","12","Trabajo autogestionado",
"2016","12","Monotributo social",
"2016","12","Seguro de capacitación y empleo","47639.9"
"2016","12","Empleo independiente",
"2016","12","Jóvenes con más y mejor trabajo",
"2016","12","Programa de inserción laboral",
"2016","12","Programa de recuperación productiva 1",
"2016","12","Programa de respaldo a estudiantes de Argentina","57849.54"
"2016","12","Asignación por embarazo para protección social","88622.29"
"2016","12","Asignación universal por hijo","88622.29"
"2016","12","Asignación universal por hijo con discapacidad","289006.68"
"2017","1","Pensiones no contributivas por invalidez con bonos","313427.78"
"2017","1","Pensiones no contributivas por invalidez sin bonos","313427.78"
"2017","1","Pensión universal para el adulto mayor con bonos","358203.18"
"2017","1","Pensión universal para el adulto mayor sin bonos","358203.18"
"2017","1","Pensiones no contributivas por vejez con bonos","313427.78"
"2017","1","Pensiones no contributivas por vejez sin bonos","313427.78"
"2017","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","447753.97"
"2017","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","447753.97"
"2017","1","Prestaciones previsionales por moratoria previsional con bonos","447753.97"
"2017","1","Prestaciones previsionales por moratoria previsional sin bonos","447753.97"
"2017","1","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","447753.97"
"2017","1","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","447753.97"
"2017","1","ProHuerta",
"2017","1","Tarjetas alimentarias",
"2017","1","Argentina trabaja","350378.74"
"2017","1","Ellas hacen","350378.74"
"2017","1","Programa de empleo comunitario",
"2017","1","Trabajo autogestionado",
"2017","1","Monotributo social",
"2017","1","Seguro de capacitación y empleo","45914.64"
"2017","1","Empleo independiente",
"2017","1","Jóvenes con más y mejor trabajo",
"2017","1","Programa de inserción laboral",
"2017","1","Programa de recuperación productiva 1",
"2017","1","Programa de respaldo a estudiantes de Argentina","56946.43"
"2017","1","Asignación por embarazo para protección social","87238.77"
"2017","1","Asignación universal por hijo","87238.77"
"2017","1","Asignación universal por hijo con discapacidad","284494.88"
"2017","2","Pensiones no contributivas por invalidez con bonos","307079.78"
"2017","2","Pensiones no contributivas por invalidez sin bonos","307079.78"
"2017","2","Pensión universal para el adulto mayor con bonos","350948.32"
"2017","2","Pensión universal para el adulto mayor sin bonos","350948.32"
"2017","2","Pensiones no contributivas por vejez con bonos","307079.78"
