"anio","mes","programa_nivel_beneficio","beneficio_percibido_pesos_corrientes"
"2017","8","Proyectos productivos comunitarios","4430"
"2017","8","Seguro de capacitación y empleo","637.63"
"2017","8","Empleo independiente",
"2017","8","Jóvenes con más y mejor trabajo",
"2017","8","Programa de inserción laboral",
"2017","8","Programa de recuperación productiva 1",
"2017","8","Programa de respaldo a estudiantes de Argentina","1336.98"
"2017","8","Asignación por embarazo para protección social","1246"
"2017","8","Asignación universal por hijo","1246"
"2017","8","Asignación universal por hijo con discapacidad","4064"
"2017","9","Pensiones no contributivas por invalidez con bonos","5072.65"
"2017","9","Pensiones no contributivas por invalidez sin bonos","5072.65"
"2017","9","Pensión universal para el adulto mayor con bonos","5797.31"
"2017","9","Pensión universal para el adulto mayor sin bonos","5797.31"
"2017","9","Pensiones no contributivas por vejez con bonos","5072.65"
"2017","9","Pensiones no contributivas por vejez sin bonos","5072.65"
"2017","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","7246.64"
"2017","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","7246.64"
"2017","9","Prestaciones previsionales por moratoria previsional con bonos","7246.64"
"2017","9","Prestaciones previsionales por moratoria previsional sin bonos","7246.64"
"2017","9","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","724664"
"2017","9","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","724664"
"2017","9","ProHuerta",
"2017","9","Tarjetas alimentarias",
"2017","9","Argentina trabaja","4430"
"2017","9","Ellas hacen","4430"
"2017","9","Programa de empleo comunitario",
"2017","9","Trabajo autogestionado",
"2017","9","Monotributo social",
"2017","9","Proyectos productivos comunitarios","4430"
"2017","9","Seguro de capacitación y empleo","613.35"
"2017","9","Empleo independiente",
"2017","9","Jóvenes con más y mejor trabajo",
"2017","9","Programa de inserción laboral",
"2017","9","Programa de recuperación productiva 1",
"2017","9","Programa de respaldo a estudiantes de Argentina","785.15"
"2017","9","Asignación por embarazo para protección social","1412"
"2017","9","Asignación universal por hijo","1412"
"2017","9","Asignación universal por hijo con discapacidad","4606"
"2017","10","Pensiones no contributivas por invalidez con bonos","5072.65"
"2017","10","Pensiones no contributivas por invalidez sin bonos","5072.65"
"2017","10","Pensión universal para el adulto mayor con bonos","5797.31"
"2017","10","Pensión universal para el adulto mayor sin bonos","5797.31"
"2017","10","Pensiones no contributivas por vejez con bonos","5072.65"
"2017","10","Pensiones no contributivas por vejez sin bonos","5072.65"
"2017","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","7246.64"
"2017","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","7246.64"
"2017","10","Prestaciones previsionales por moratoria previsional con bonos","7246.64"
"2017","10","Prestaciones previsionales por moratoria previsional sin bonos","7246.64"
"2017","10","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","724664"
"2017","10","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","724664"
"2017","10","ProHuerta",
"2017","10","Tarjetas alimentarias",
"2017","10","Argentina trabaja","4430"
"2017","10","Ellas hacen","4430"
"2017","10","Programa de empleo comunitario",
"2017","10","Trabajo autogestionado",
"2017","10","Monotributo social",
"2017","10","Proyectos productivos comunitarios","4430"
"2017","10","Seguro de capacitación y empleo","664.66"
"2017","10","Empleo independiente",
"2017","10","Jóvenes con más y mejor trabajo",
"2017","10","Programa de inserción laboral",
"2017","10","Programa de recuperación productiva 1",
"2017","10","Programa de respaldo a estudiantes de Argentina","796.69"
"2017","10","Asignación por embarazo para protección social","1412"
"2017","10","Asignación universal por hijo","1412"
"2017","10","Asignación universal por hijo con discapacidad","4606"
"2017","11","Pensiones no contributivas por invalidez con bonos","5072.65"
"2017","11","Pensiones no contributivas por invalidez sin bonos","5072.65"
"2017","11","Pensión universal para el adulto mayor con bonos","5797.31"
"2017","11","Pensión universal para el adulto mayor sin bonos","5797.31"
"2017","11","Pensiones no contributivas por vejez con bonos","5072.65"
"2017","11","Pensiones no contributivas por vejez sin bonos","5072.65"
"2017","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","7246.64"
"2017","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","7246.64"
"2017","11","Prestaciones previsionales por moratoria previsional con bonos","7246.64"
"2017","11","Prestaciones previsionales por moratoria previsional sin bonos","7246.64"
"2017","11","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","724664"
"2017","11","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","724664"
"2017","11","ProHuerta",
"2017","11","Tarjetas alimentarias",
"2017","11","Argentina trabaja","4430"
"2017","11","Ellas hacen","4430"
"2017","11","Programa de empleo comunitario",
"2017","11","Trabajo autogestionado",
"2017","11","Monotributo social",
"2017","11","Proyectos productivos comunitarios","4430"
"2017","11","Seguro de capacitación y empleo","644.23"
"2017","11","Empleo independiente",
"2017","11","Jóvenes con más y mejor trabajo",
"2017","11","Programa de inserción laboral",
"2017","11","Programa de recuperación productiva 1",
"2017","11","Programa de respaldo a estudiantes de Argentina","757.9"
"2017","11","Asignación por embarazo para protección social","1412"
"2017","11","Asignación universal por hijo","1412"
"2017","11","Asignación universal por hijo con discapacidad","4606"
"2017","12","Pensiones no contributivas por invalidez con bonos","7608.97"
"2017","12","Pensiones no contributivas por invalidez sin bonos","7608.97"
"2017","12","Pensión universal para el adulto mayor con bonos","8695.97"
"2017","12","Pensión universal para el adulto mayor sin bonos","8695.97"
"2017","12","Pensiones no contributivas por vejez con bonos","7608.97"
"2017","12","Pensiones no contributivas por vejez sin bonos","7608.97"
"2017","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","10869.96"
"2017","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","10869.96"
"2017","12","Prestaciones previsionales por moratoria previsional con bonos","10869.96"
"2017","12","Prestaciones previsionales por moratoria previsional sin bonos","10869.96"
"2017","12","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","724664"
"2017","12","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","724664"
"2017","12","ProHuerta",
"2017","12","Tarjetas alimentarias",
"2017","12","Argentina trabaja","4430"
"2017","12","Ellas hacen","4430"
"2017","12","Programa de empleo comunitario",
"2017","12","Trabajo autogestionado",
"2017","12","Monotributo social",
"2017","12","Proyectos productivos comunitarios","4430"
"2017","12","Seguro de capacitación y empleo","677.14"
"2017","12","Empleo independiente",
"2017","12","Jóvenes con más y mejor trabajo",
"2017","12","Programa de inserción laboral",
"2017","12","Programa de recuperación productiva 1",
"2017","12","Programa de respaldo a estudiantes de Argentina","761.74"
"2017","12","Asignación por embarazo para protección social","1412"
"2017","12","Asignación universal por hijo","1412"
"2017","12","Asignación universal por hijo con discapacidad","4606"
"2018","1","Pensiones no contributivas por invalidez con bonos","5072.65"
"2018","1","Pensiones no contributivas por invalidez sin bonos","5072.65"
"2018","1","Pensión universal para el adulto mayor con bonos","5797.31"
"2018","1","Pensión universal para el adulto mayor sin bonos","5797.31"
"2018","1","Pensiones no contributivas por vejez con bonos","5072.65"
"2018","1","Pensiones no contributivas por vejez sin bonos","5072.65"
"2018","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","7246.64"
"2018","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","7246.64"
"2018","1","Prestaciones previsionales por moratoria previsional con bonos","7246.64"
"2018","1","Prestaciones previsionales por moratoria previsional sin bonos","7246.64"
"2018","1","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","724664"
"2018","1","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","724664"
"2018","1","ProHuerta",
"2018","1","Tarjetas alimentarias",
"2018","1","Argentina trabaja","4750"
"2018","1","Ellas hacen","4750"
"2018","1","Trabajo autogestionado",
"2018","1","Monotributo social",
"2018","1","Proyectos productivos comunitarios","4750"
"2018","1","Seguro de capacitación y empleo","643.62"
"2018","1","Empleo independiente",
"2018","1","Jóvenes con más y mejor trabajo",
"2018","1","Programa de inserción laboral",
"2018","1","Programa de recuperación productiva 1",
"2018","1","Programa de respaldo a estudiantes de Argentina","723"
"2018","1","Asignación por embarazo para protección social","1412"
"2018","1","Asignación universal por hijo","1412"
"2018","1","Asignación universal por hijo con discapacidad","4606"
"2018","2","Pensiones no contributivas por invalidez con bonos","5072.65"
"2018","2","Pensiones no contributivas por invalidez sin bonos","5072.65"
"2018","2","Pensión universal para el adulto mayor con bonos","5797.31"
"2018","2","Pensión universal para el adulto mayor sin bonos","5797.31"
"2018","2","Pensiones no contributivas por vejez con bonos","5072.65"
"2018","2","Pensiones no contributivas por vejez sin bonos","5072.65"
"2018","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","7246.64"
"2018","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","7246.64"
"2018","2","Prestaciones previsionales por moratoria previsional con bonos","7246.64"
"2018","2","Prestaciones previsionales por moratoria previsional sin bonos","7246.64"
"2018","2","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","724664"
"2018","2","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","724664"
"2018","2","ProHuerta",
"2018","2","Tarjetas alimentarias",
"2018","2","Trabajo autogestionado",
"2018","2","Hacemos futuro","4750"
"2018","2","Monotributo social",
"2018","2","Proyectos productivos comunitarios","4750"
"2018","2","Seguro de capacitación y empleo","526.88"
"2018","2","Empleo independiente",
"2018","2","Jóvenes con más y mejor trabajo",
"2018","2","Programa de inserción laboral",
"2018","2","Programa de recuperación productiva 1",
"2018","2","Programa de respaldo a estudiantes de Argentina","723"
"2018","2","Asignación por embarazo para protección social","1412"
"2018","2","Asignación universal por hijo","1412"
"2018","2","Asignación universal por hijo con discapacidad","4606"
"2018","3","Pensiones no contributivas por invalidez con bonos","5737.29"
"2018","3","Pensiones no contributivas por invalidez sin bonos","5362.29"
"2018","3","Pensión universal para el adulto mayor con bonos","6503.34"
"2018","3","Pensión universal para el adulto mayor sin bonos","6128.34"
"2018","3","Pensiones no contributivas por vejez con bonos","5737.29"
"2018","3","Pensiones no contributivas por vejez sin bonos","5362.29"
"2018","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","8035.42"
"2018","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","7660.42"
"2018","3","Prestaciones previsionales por moratoria previsional con bonos","8035.42"
"2018","3","Prestaciones previsionales por moratoria previsional sin bonos","7660.42"
"2018","3","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","803542"
"2018","3","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","766042"
"2018","3","ProHuerta",
"2018","3","Tarjetas alimentarias",
"2018","3","Trabajo autogestionado",
"2018","3","Hacemos futuro","4750"
"2018","3","Monotributo social",
"2018","3","Proyectos productivos comunitarios","4750"
"2018","3","Seguro de capacitación y empleo","383.26"
"2018","3","Empleo independiente",
"2018","3","Jóvenes con más y mejor trabajo",
"2018","3","Programa de inserción laboral",
"2018","3","Programa de recuperación productiva 1",
"2018","3","Programa de respaldo a estudiantes de Argentina","764"
"2018","3","Asignación por embarazo para protección social","1493"
"2018","3","Asignación universal por hijo","1493"
"2018","3","Asignación universal por hijo con discapacidad","4869"
"2018","4","Pensiones no contributivas por invalidez con bonos","5362.29"
